"sample","n_individuos"
"planta_4773",4
"planta_4774",7
"planta_4775",0
"planta_4776",0
"planta_4777",0
"planta_4778",15
"planta_4779",0
"planta_4780",0
"planta_4781",3
"planta_4782",0
"planta_4783",0
"planta_4784",81
"planta_4785",0
"planta_4786",0
"planta_4787",12
"planta_4788",0
"planta_4789",1
"planta_4790",21
"planta_4791",83
"planta_4792",2
"planta_4793",20
"planta_4794",2
"planta_4795",2
"planta_4796",9
"planta_4797",0
"planta_4798",33
"planta_4799",0
"planta_4800",0
"planta_4801",0
"planta_4802",0
"planta_4803",0
"planta_4804",0
"planta_4805",9
"planta_4806",0
"planta_4807",0
"planta_4808",69
"planta_4809",13
"planta_4810",0
"planta_4811",0
"planta_4812",0
"planta_4813",0
"planta_4814",0
"planta_4815",41
"planta_4816",13
"planta_4817",23
"planta_4818",0
"planta_4819",8
"planta_4820",0
"planta_4821",0
"planta_4822",0
"planta_4823",0
"planta_4824",0
"planta_4825",0
"planta_4826",8
"planta_4827",0
"planta_4828",9
"planta_4829",0
"planta_4830",0
"planta_4831",0
"planta_4832",0
"planta_4833",0
"planta_4834",0
"planta_4835",0
"planta_4836",0
"planta_4837",0
"planta_4838",0
"planta_4839",0
"planta_4840",0
"planta_4841",114
"planta_4842",26
"planta_4843",1
"planta_4844",0
"planta_4845",0
"planta_4846",0
"planta_4847",4
"planta_4848",33
"planta_4849",37
"planta_4850",0
"planta_4851",0
"planta_4852",0
"planta_4853",0
"planta_4854",0
"planta_4855",0
"planta_4856",3
"planta_4857",0
"planta_4858",5
"planta_4859",9
"planta_4860",0
"planta_4861",7
"planta_4862",0
"planta_4863",22
"planta_4864",15
"planta_4865",0
"planta_4866",0
"planta_4867",0
"planta_4868",4
"planta_4869",0
"planta_4870",0
"planta_4871",0
"planta_4872",2
"planta_4873",0
"planta_4874",0
"planta_4875",0
"planta_4876",0
"planta_4877",3
"planta_4878",18
"planta_4879",1
"planta_4880",1
"planta_4881",0
"planta_4882",1
"planta_4883",0
"planta_4884",1
"planta_4885",0
"planta_4886",1
"planta_4887",16
"planta_4888",0
"planta_4889",31
"planta_4890",17
"planta_4891",12
"planta_4892",0
"planta_4893",0
"planta_4894",17
"planta_4895",3
"planta_4896",20
"planta_4897",0
"planta_4898",13
"planta_4899",108
"planta_4900",0
"planta_4901",0
"planta_4902",0
"planta_4903",0
"planta_4904",17
"planta_4905",0
"planta_4906",0
"planta_4907",3
"planta_4908",0
"planta_4909",0
"planta_4910",0
"planta_4911",8
"planta_4912",50
"planta_4913",0
"planta_4914",14
"planta_4915",0
"planta_4916",0
"planta_4917",6
"planta_4918",0
"planta_4919",0
"planta_4920",111
"planta_4921",5
"planta_4922",0
"planta_4923",3
"planta_4924",0
"planta_4925",2
"planta_4926",4
"planta_4927",11
"planta_4928",0
"planta_4929",0
"planta_4930",15
"planta_4931",0
"planta_4932",0
"planta_4933",14
"planta_4934",0
"planta_4935",12
"planta_4936",0
"planta_4937",3
"planta_4938",1
"planta_4939",0
"planta_4940",8
"planta_4941",0
"planta_4942",62
"planta_4943",0
"planta_4944",0
"planta_4945",0
"planta_4946",13
"planta_4947",29
"planta_4948",0
"planta_4949",44
"planta_4950",0
"planta_4951",0
"planta_4952",0
"planta_4953",0
"planta_4954",0
"planta_4955",14
"planta_4956",10
"planta_4957",0
"planta_4958",85
"planta_4959",0
"planta_4960",0
"planta_4961",0
"planta_4962",0
"planta_4963",1
"planta_4964",17
"planta_4965",0
"planta_4966",20
"planta_4967",0
"planta_4968",15
"planta_4969",0
"planta_4970",2
"planta_4971",0
"planta_4972",0
"planta_4973",0
"planta_4974",25
"planta_4975",0
"planta_4976",0
"planta_4977",0
"planta_4978",0
"planta_4979",0
"planta_4980",0
"planta_4981",0
"planta_4982",0
"planta_4983",0
"planta_4984",0
"planta_4985",0
"planta_4986",0
"planta_4987",8
"planta_4988",33
"planta_4989",0
"planta_4990",0
"planta_4991",0
"planta_4992",2
"planta_4993",0
"planta_4994",68
"planta_4995",57
"planta_4996",2
"planta_4997",0
"planta_4998",0
"planta_4999",0
"planta_5000",0
"planta_5001",0
"planta_5002",0
"planta_5003",0
"planta_5004",2
"planta_5005",0
"planta_5006",0
"planta_5007",12
"planta_5008",0
"planta_5009",19
"planta_5010",10
"planta_5011",15
"planta_5012",1
"planta_5013",0
"planta_5014",0
"planta_5015",0
"planta_5016",0
"planta_5017",0
"planta_5018",0
"planta_5019",0
"planta_5020",4
"planta_5021",137
"planta_5022",1
"planta_5023",0
"planta_5024",0
"planta_5025",0
"planta_5026",0
"planta_5027",0
"planta_5028",1
"planta_5029",0
"planta_5030",0
"planta_5031",0
"planta_5032",3
"planta_5033",0
"planta_5034",0
"planta_5035",12
"planta_5036",3
"planta_5037",2
"planta_5038",0
"planta_5039",0
"planta_5040",0
"planta_5041",0
"planta_5042",0
"planta_5043",0
"planta_5044",0
"planta_5045",0
"planta_5046",0
"planta_5047",0
"planta_5048",0
"planta_5049",1
"planta_5050",0
"planta_5051",0
"planta_5052",0
"planta_5053",0
"planta_5054",0
"planta_5055",30
"planta_5056",0
"planta_5057",0
"planta_5058",8
"planta_5059",0
"planta_5060",4
"planta_5061",3
"planta_5062",8
"planta_5063",0
"planta_5064",0
"planta_5065",0
"planta_5066",0
"planta_5067",41
"planta_5068",29
"planta_5069",0
"planta_5070",0
"planta_5071",42
"planta_5072",1
"planta_5073",0
"planta_5074",0
"planta_5075",7
"planta_5076",0
"planta_5077",0
"planta_5078",7
"planta_5079",0
"planta_5080",2
"planta_5081",59
"planta_5082",0
"planta_5083",0
"planta_5084",0
"planta_5085",0
"planta_5086",19
"planta_5087",0
"planta_5088",0
"planta_5089",0
"planta_5090",0
"planta_5091",90
"planta_5092",13
"planta_5093",0
"planta_5094",1
"planta_5095",0
"planta_5096",1
"planta_5097",0
"planta_5098",8
"planta_5099",0
"planta_5100",0
"planta_5101",10
"planta_5102",0
"planta_5103",0
"planta_5104",0
"planta_5105",0
"planta_5106",10
"planta_5107",0
"planta_5108",0
"planta_5109",0
"planta_5110",1
"planta_5111",0
"planta_5112",0
"planta_5113",0
"planta_5114",0
"planta_5115",0
"planta_5116",0
"planta_5117",0
"planta_5118",0
"planta_5119",0
"planta_5120",1
"planta_5121",32
"planta_5122",0
"planta_5123",22
"planta_5124",15
"planta_5125",25
"planta_5126",3
"planta_5127",0
"planta_5128",0
"planta_5129",0
"planta_5130",0
"planta_5131",0
"planta_5132",0
"planta_5133",2
"planta_5134",0
"planta_5135",0
"planta_5136",0
"planta_5137",15
"planta_5138",2
"planta_5139",2
"planta_5140",0
"planta_5141",0
"planta_5142",0
"planta_5143",0
"planta_5144",0
"planta_5145",3
"planta_5146",0
"planta_5147",0
"planta_5148",0
"planta_5149",0
"planta_5150",0
"planta_5151",10
"planta_5152",24
"planta_5153",0
"planta_5154",0
"planta_5155",0
"planta_5156",0
"planta_5157",0
"planta_5158",0
"planta_5159",0
"planta_5160",17
"planta_5161",0
"planta_5162",0
"planta_5163",1
"planta_5164",3
"planta_5165",0
"planta_5166",0
"planta_5167",0
"planta_5168",0
"planta_5169",1
"planta_5170",2
"planta_5171",15
"planta_5172",0
"planta_5173",0
"planta_5174",0
"planta_5175",0
"planta_5176",0
"planta_5177",4
"planta_5178",0
"planta_5179",0
"planta_5180",0
"planta_5181",0
"planta_5182",0
"planta_5183",3
"planta_5184",0
"planta_5185",0
"planta_5186",0
"planta_5187",0
"planta_5188",0
"planta_5189",0
"planta_5190",3
"planta_5191",0
"planta_5192",28
"planta_5193",0
"planta_5194",0
"planta_5195",0
"planta_5196",0
"planta_5197",0
"planta_5198",0
"planta_5199",0
"planta_5200",5
"planta_5201",0
"planta_5202",0
"planta_5203",1
"planta_5204",0
"planta_5205",0
"planta_5206",0
"planta_5207",2
"planta_5208",0
"planta_5209",1
"planta_5210",0
"planta_5211",0
"planta_5212",0
"planta_5213",1
"planta_5214",147
"planta_5215",0
"planta_5216",3
"planta_5217",0
"planta_5218",0
"planta_5219",0
"planta_5220",0
"planta_5221",5
"planta_5222",0
"planta_5223",0
"planta_5224",0
"planta_5225",1
"planta_5226",3
"planta_5227",0
"planta_5228",7
"planta_5229",0
"planta_5230",0
"planta_5231",26
"planta_5232",0
"planta_5233",19
"planta_5234",1
"planta_5235",12
"planta_5236",0
"planta_5237",1
"planta_5238",0
"planta_5239",0
"planta_5240",0
"planta_5241",0
"planta_5242",0
"planta_5243",0
"planta_5244",0
"planta_5245",0
"planta_5246",23
"planta_5247",0
"planta_5248",0
"planta_5249",0
"planta_5250",39
"planta_5251",0
"planta_5252",0
"planta_5253",0
"planta_5254",0
"planta_5255",0
"planta_5256",0
"planta_5257",5
"planta_5258",0
"planta_5259",0
"planta_5260",11
"planta_5261",13
"planta_5262",0
"planta_5263",0
"planta_5264",2
"planta_5265",0
"planta_5266",0
"planta_5267",0
"planta_5268",2
"planta_5269",90
"planta_5270",0
"planta_5271",0
"planta_5272",5
"planta_5273",0
"planta_5274",0
"planta_5275",1
"planta_5276",0
"planta_5277",0
"planta_5278",47
"planta_5279",18
"planta_5280",0
"planta_5281",0
"planta_5282",37
"planta_5283",8
"planta_5284",55
"planta_5285",0
"planta_5286",0
"planta_5287",0
"planta_5288",0
"planta_5289",0
"planta_5290",0
"planta_5291",2
"planta_5292",0
"planta_5293",0
"planta_5294",0
"planta_5295",12
"planta_5296",9
"planta_5297",21
"planta_5298",0
"planta_5299",17
"planta_5300",12
"planta_5301",0
"planta_5302",0
"planta_5303",25
"planta_5304",0
"planta_5305",13
"planta_5306",0
"planta_5307",0
"planta_5308",2
"planta_5309",0
"planta_5310",0
"planta_5311",0
"planta_5312",0
"planta_5313",0
"planta_5314",0
"planta_5315",0
"planta_5316",0
"planta_5317",21
"planta_5318",2
"planta_5319",1
"planta_5320",0
"planta_5321",8
"planta_5322",4
"planta_5323",23
"planta_5324",0
"planta_5325",0
"planta_5326",0
"planta_5327",0
"planta_5328",2
"planta_5329",0
"planta_5330",0
"planta_5331",0
"planta_5332",2
"planta_5333",0
"planta_5334",0
"planta_5335",5
"planta_5336",0
"planta_5337",16
"planta_5338",8
"planta_5339",1
"planta_5340",25
"planta_5341",0
"planta_5342",26
"planta_5343",0
"planta_5344",10
"planta_5345",0
"planta_5346",0
"planta_5347",0
"planta_5348",1
"planta_5349",0
"planta_5350",10
"planta_5351",0
"planta_5352",0
"planta_5353",0
"planta_5354",1
"planta_5355",0
"planta_5356",0
"planta_5357",0
"planta_5358",4
"planta_5359",21
"planta_5360",0
"planta_5361",0
"planta_5362",0
"planta_5363",0
"planta_5364",0
"planta_5365",0
"planta_5366",41
"planta_5367",0
"planta_5368",0
"planta_5369",0
"planta_5370",0
"planta_5371",0
"planta_5372",0
"planta_5373",51
"planta_5374",0
"planta_5375",24
"planta_5376",0
"planta_5377",0
"planta_5378",0
"planta_5379",0
"planta_5380",1
"planta_5381",0
"planta_5382",2
"planta_5383",0
"planta_5384",14
"planta_5385",16
"planta_5386",0
"planta_5387",4
"planta_5388",1
"planta_5389",0
"planta_5390",0
"planta_5391",1
"planta_5392",0
"planta_5393",0
"planta_5394",0
"planta_5395",27
"planta_5396",48
"planta_5397",3
"planta_5398",4
"planta_5399",0
"planta_5400",0
"planta_5401",1
"planta_5402",33
"planta_5403",0
"planta_5404",6
"planta_5405",1
"planta_5406",0
"planta_5407",0
"planta_5408",9
"planta_5409",0
"planta_5410",0
"planta_5411",0
"planta_5412",1
"planta_5413",1
"planta_5414",12
"planta_5415",2
"planta_5416",0
"planta_5417",3
"planta_5418",0
"planta_5419",17
"planta_5420",0
"planta_5421",3
"planta_5422",0
"planta_5423",0
"planta_5424",0
"planta_5425",1
"planta_5426",0
"planta_5427",0
"planta_5428",6
"planta_5429",21
"planta_5430",0
"planta_5431",0
"planta_5432",0
"planta_5433",18
"planta_5434",0
"planta_5435",0
"planta_5436",0
"planta_5437",0
"planta_5438",0
"planta_5439",0
"planta_5440",14
"planta_5441",1
"planta_5442",0
"planta_5443",0
"planta_5444",0
"planta_5445",0
"planta_5446",0
"planta_5447",0
"planta_5448",2
"planta_5449",0
"planta_5450",0
"planta_5451",0
"planta_5452",10
"planta_5453",0
"planta_5454",0
"planta_5455",3
"planta_5456",0
"planta_5457",0
"planta_5458",0
"planta_5459",0
"planta_5460",0
"planta_5461",0
"planta_5462",0
"planta_5463",0
"planta_5464",4
"planta_5465",0
"planta_5466",0
"planta_5467",1
"planta_5468",16
"planta_5469",6
"planta_5470",0
"planta_5471",0
"planta_5472",1
"planta_5473",110
"planta_5474",0
"planta_5475",0
"planta_5476",3
"planta_5477",0
"planta_5478",2
"planta_5479",0
"planta_5480",0
"planta_5481",5
"planta_5482",0
"planta_5483",50
"planta_5484",0
"planta_5485",0
"planta_5486",0
"planta_5487",0
"planta_5488",0
"planta_5489",0
"planta_5490",0
"planta_5491",3
"planta_5492",4
"planta_5493",0
"planta_5494",4
"planta_5495",1
"planta_5496",0
"planta_5497",0
"planta_5498",0
"planta_5499",0
"planta_5500",0
"planta_5501",0
"planta_5502",9
"planta_5503",0
"planta_5504",1
"planta_5505",0
"planta_5506",34
"planta_5507",16
"planta_5508",0
"planta_5509",4
"planta_5510",13
"planta_5511",2
"planta_5512",0
"planta_5513",1
"planta_5514",0
"planta_5515",1
"planta_5516",15
"planta_5517",0
"planta_5518",0
"planta_5519",0
"planta_5520",0
"planta_5521",0
"planta_5522",0
"planta_5523",0
"planta_5524",0
"planta_5525",0
"planta_5526",0
"planta_5527",0
"planta_5528",0
"planta_5529",0
"planta_5530",0
"planta_5531",0
"planta_5532",0
"planta_5533",0
"planta_5534",1
"planta_5535",23
"planta_5536",0
"planta_5537",0
"planta_5538",0
"planta_5539",0
"planta_5540",0
"planta_5541",0
"planta_5542",0
"planta_5543",1
"planta_5544",0
"planta_5545",30
"planta_5546",1
"planta_5547",1
"planta_5548",0
"planta_5549",0
"planta_5550",5
"planta_5551",0
"planta_5552",0
"planta_5553",0
"planta_5554",0
"planta_5555",0
"planta_5556",1
"planta_5557",2
"planta_5558",0
"planta_5559",0
"planta_5560",0
"planta_5561",27
"planta_5562",0
"planta_5563",37
"planta_5564",46
"planta_5565",0
"planta_5566",0
"planta_5567",0
"planta_5568",0
"planta_5569",2
"planta_5570",0
"planta_5571",0
"planta_5572",1
"planta_5573",0
"planta_5574",0
"planta_5575",2
"planta_5576",3
"planta_5577",0
"planta_5578",0
"planta_5579",0
"planta_5580",0
"planta_5581",0
"planta_5582",2
"planta_5583",0
"planta_5584",0
"planta_5585",0
"planta_5586",0
"planta_5587",0
"planta_5588",0
"planta_5589",0
"planta_5590",2
"planta_5591",5
"planta_5592",3
"planta_5593",61
"planta_5594",0
"planta_5595",0
"planta_5596",0
"planta_5597",0
"planta_5598",142
"planta_5599",1
"planta_5600",0
"planta_5601",0
"planta_5602",0
"planta_5603",0
"planta_5604",0
"planta_5605",0
"planta_5606",0
"planta_5607",0
"planta_5608",6
"planta_5609",0
"planta_5610",1
"planta_5611",0
"planta_5612",0
"planta_5613",6
"planta_5614",0
"planta_5615",0
"planta_5616",0
"planta_5617",0
"planta_5618",7
"planta_5619",0
"planta_5620",0
"planta_5621",0
"planta_5622",3
"planta_5623",0
"planta_5624",19
"planta_5625",3
"planta_5626",0
"planta_5627",0
"planta_5628",2
"planta_5629",0
"planta_5630",0
"planta_5631",0
"planta_5632",0
"planta_5633",0
"planta_5634",2
"planta_5635",1
"planta_5636",0
"planta_5637",0
"planta_5638",61
"planta_5639",0
"planta_5640",0
"planta_5641",0
"planta_5642",2
"planta_5643",3
"planta_5644",0
"planta_5645",0
"planta_5646",0
"planta_5647",0
"planta_5648",1
"planta_5649",27
"planta_5650",26
"planta_5651",0
"planta_5652",0
"planta_5653",0
"planta_5654",137
"planta_5655",0
"planta_5656",24
"planta_5657",0
"planta_5658",0
"planta_5659",1
"planta_5660",24
"planta_5661",1
"planta_5662",122
"planta_5663",0
"planta_5664",0
"planta_5665",0
"planta_5666",0
"planta_5667",0
"planta_5668",0
"planta_5669",6
"planta_5670",0
"planta_5671",0
"planta_5672",0
"planta_5673",0
"planta_5674",0
"planta_5675",0
"planta_5676",0
"planta_5677",0
"planta_5678",2
"planta_5679",2
"planta_5680",4
"planta_5681",0
"planta_5682",2
"planta_5683",0
"planta_5684",5
"planta_5685",36
"planta_5686",0
"planta_5687",0
"planta_5688",0
"planta_5689",0
"planta_5690",1
"planta_5691",0
"planta_5692",0
"planta_5693",23
"planta_5694",4
"planta_5695",3
"planta_5696",5
"planta_5697",5
"planta_5698",1
"planta_5699",0
"planta_5700",0
"planta_5701",0
"planta_5702",0
"planta_5703",68
"planta_5704",0
"planta_5705",0
"planta_5706",0
"planta_5707",0
"planta_5708",0
"planta_5709",15
"planta_5710",0
"planta_5711",0
"planta_5712",16
"planta_5713",1
"planta_5714",0
"planta_5715",7
"planta_5716",0
"planta_5717",0
"planta_5718",116
"planta_5719",0
"planta_5720",0
"planta_5721",0
"planta_5722",0
"planta_5723",0
"planta_5724",1
"planta_5725",0
"planta_5726",0
"planta_5727",0
"planta_5728",0
"planta_5729",0
"planta_5730",0
"planta_5731",0
"planta_5732",0
"planta_5733",0
"planta_5734",0
"planta_5735",0
"planta_5736",0
"planta_5737",0
"planta_5738",0
"planta_5739",0
"planta_5740",0
"planta_5741",0
"planta_5742",0
"planta_5743",0
"planta_5744",0
"planta_5745",0
"planta_5746",0
"planta_5747",10
"planta_5748",0
"planta_5749",46
"planta_5750",2
"planta_5751",0
"planta_5752",35
"planta_5753",0
"planta_5754",0
"planta_5755",116
"planta_5756",0
"planta_5757",0
"planta_5758",25
"planta_5759",3
"planta_5760",4
"planta_5761",0
"planta_5762",0
"planta_5763",13
"planta_5764",0
"planta_5765",4
"planta_5766",0
"planta_5767",1
"planta_5768",0
"planta_5769",0
"planta_5770",178
"planta_5771",0
"planta_5772",1
"planta_5773",2
"planta_5774",0
"planta_5775",0
"planta_5776",4
"planta_5777",2
"planta_5778",0
"planta_5779",1
"planta_5780",14
"planta_5781",5
"planta_5782",6
"planta_5783",8
"planta_5784",0
"planta_5785",1
"planta_5786",0
"planta_5787",0
"planta_5788",0
"planta_5789",10
"planta_5790",0
"planta_5791",0
"planta_5792",0
"planta_5793",0
"planta_5794",0
"planta_5795",0
"planta_5796",0
"planta_5797",0
"planta_5798",0
"planta_5799",0
"planta_5800",0
"planta_5801",0
"planta_5802",35
"planta_5803",0
"planta_5804",9
"planta_5805",0
"planta_5806",6
"planta_5807",0
"planta_5808",0
"planta_5809",0
"planta_5810",0
"planta_5811",0
"planta_5812",33
"planta_5813",0
"planta_5814",0
"planta_5815",0
"planta_5816",0
"planta_5817",0
"planta_5818",52
"planta_5819",0
"planta_5820",0
"planta_5821",6
"planta_5822",0
"planta_5823",6
"planta_5824",0
"planta_5825",0
"planta_5826",0
"planta_5827",0
"planta_5828",0
"planta_5829",0
"planta_5830",0
"planta_5831",0
"planta_5832",0
"planta_5833",0
"planta_5834",0
"planta_5835",3
"planta_5836",0
"planta_5837",12
"planta_5838",0
"planta_5839",0
"planta_5840",1
"planta_5841",0
"planta_5842",10
"planta_5843",0
"planta_5844",20
"planta_5845",36
"planta_5846",15
"planta_5847",0
"planta_5848",2
"planta_5849",0
"planta_5850",0
"planta_5851",0
"planta_5852",0
"planta_5853",41
"planta_5854",0
"planta_5855",0
"planta_5856",0
"planta_5857",0
"planta_5858",1
"planta_5859",0
"planta_5860",0
"planta_5861",0
"planta_5862",0
"planta_5863",0
"planta_5864",0
"planta_5865",0
"planta_5866",0
"planta_5867",0
"planta_5868",0
"planta_5869",0
"planta_5870",30
"planta_5871",0
"planta_5872",0
"planta_5873",0
"planta_5874",0
"planta_5875",16
"planta_5876",0
"planta_5877",35
"planta_5878",1
"planta_5879",0
"planta_5880",18
"planta_5881",55
"planta_5882",1
"planta_5883",63
"planta_5884",0
"planta_5885",0
"planta_5886",14
"planta_5887",0
"planta_5888",0
"planta_5889",21
"planta_5890",10
"planta_5891",0
"planta_5892",0
"planta_5893",16
"planta_5894",0
"planta_5895",0
"planta_5896",0
"planta_5897",0
"planta_5898",0
"planta_5899",0
"planta_5900",11
"planta_5901",2
"planta_5902",0
"planta_5903",0
"planta_5904",0
"planta_5905",0
"planta_5906",2
"planta_5907",20
"planta_5908",0
"planta_5909",0
"planta_5910",0
"planta_5911",0
"planta_5912",96
"planta_5913",0
"planta_5914",0
"planta_5915",0
"planta_5916",0
"planta_5917",0
"planta_5918",0
"planta_5919",0
"planta_5920",1
"planta_5921",0
"planta_5922",0
"planta_5923",97
"planta_5924",0
"planta_5925",0
"planta_5926",0
"planta_5927",5
"planta_5928",0
"planta_5929",0
"planta_5930",0
"planta_5931",0
"planta_5932",0
"planta_5933",0
"planta_5934",2
"planta_5935",0
"planta_5936",0
"planta_5937",0
"planta_5938",0
"planta_5939",0
"planta_5940",0
"planta_5941",0
"planta_5942",0
"planta_5943",13
"planta_5944",0
"planta_5945",0
"planta_5946",108
"planta_5947",8
"planta_5948",7
"planta_5949",0
"planta_5950",0
"planta_5951",35
"planta_5952",0
"planta_5953",1
"planta_5954",0
"planta_5955",0
"planta_5956",3
"planta_5957",1
"planta_5958",0
"planta_5959",0
"planta_5960",0
"planta_5961",0
"planta_5962",0
"planta_5963",0
"planta_5964",0
"planta_5965",0
"planta_5966",1
"planta_5967",0
"planta_5968",0
"planta_5969",0
"planta_5970",0
"planta_5971",0
"planta_5972",0
"planta_5973",0
"planta_5974",0
"planta_5975",0
"planta_5976",3
"planta_5977",0
"planta_5978",1
"planta_5979",0
"planta_5980",0
"planta_5981",0
"planta_5982",0
"planta_5983",0
"planta_5984",0
"planta_5985",0
"planta_5986",5
"planta_5987",0
"planta_5988",0
"planta_5989",0
"planta_5990",0
"planta_5991",18
"planta_5992",6
"planta_5993",0
"planta_5994",23
"planta_5995",0
"planta_5996",3
"planta_5997",0
"planta_5998",0
"planta_5999",0
"planta_6000",0
"planta_6001",0
"planta_6002",0
"planta_6003",0
"planta_6004",9
"planta_6005",0
"planta_6006",0
"planta_6007",0
"planta_6008",2
"planta_6009",0
"planta_6010",0
"planta_6011",11
"planta_6012",14
"planta_6013",0
"planta_6014",0
"planta_6015",5
"planta_6016",0
"planta_6017",0
"planta_6018",0
"planta_6019",0
"planta_6020",0
"planta_6021",1
"planta_6022",0
"planta_6023",0
"planta_6024",0
"planta_6025",2
"planta_6026",30
"planta_6027",35
"planta_6028",48
"planta_6029",10
"planta_6030",0
"planta_6031",2
"planta_6032",24
"planta_6033",5
"planta_6034",0
"planta_6035",0
"planta_6036",5
"planta_6037",10
"planta_6038",1
"planta_6039",4
"planta_6040",28
"planta_6041",0
"planta_6042",2
"planta_6043",0
"planta_6044",0
"planta_6045",0
"planta_6046",0
"planta_6047",0
"planta_6048",0
"planta_6049",1
"planta_6050",0
"planta_6051",3
"planta_6052",0
"planta_6053",0
"planta_6054",3
"planta_6055",46
"planta_6056",17
"planta_6057",0
"planta_6058",0
"planta_6059",0
"planta_6060",0
"planta_6061",6
"planta_6062",9
"planta_6063",1
"planta_6064",23
"planta_6065",0
"planta_6066",0
"planta_6067",0
"planta_6068",0
"planta_6069",0
"planta_6070",0
"planta_6071",4
"planta_6072",0
"planta_6073",0
"planta_6074",0
"planta_6075",1
"planta_6076",0
"planta_6077",0
"planta_6078",0
"planta_6079",16
"planta_6080",0
"planta_6081",0
"planta_6082",0
"planta_6083",27
"planta_6084",112
"planta_6085",0
"planta_6086",0
"planta_6087",0
"planta_6088",0
"planta_6089",0
"planta_6090",0
"planta_6091",0
"planta_6092",0
"planta_6093",3
"planta_6094",0
"planta_6095",0
"planta_6096",8
"planta_6097",0
"planta_6098",1
"planta_6099",0
"planta_6100",1
"planta_6101",136
"planta_6102",0
"planta_6103",0
"planta_6104",65
"planta_6105",6
"planta_6106",1
"planta_6107",1
"planta_6108",0
"planta_6109",0
"planta_6110",0
"planta_6111",1
"planta_6112",0
"planta_6113",21
"planta_6114",0
"planta_6115",0
"planta_6116",0
"planta_6117",99
"planta_6118",0
"planta_6119",0
"planta_6120",0
"planta_6121",5
"planta_6122",1
"planta_6123",0
"planta_6124",30
"planta_6125",0
"planta_6126",0
"planta_6127",0
"planta_6128",0
"planta_6129",7
"planta_6130",0
"planta_6131",0
"planta_6132",0
"planta_6133",0
"planta_6134",0
"planta_6135",0
"planta_6136",0
"planta_6137",1
"planta_6138",0
"planta_6139",0
"planta_6140",0
"planta_6141",0
"planta_6142",25
"planta_6143",0
"planta_6144",0
"planta_6145",1
"planta_6146",2
"planta_6147",133
"planta_6148",1
"planta_6149",0
"planta_6150",3
"planta_6151",0
"planta_6152",0
"planta_6153",0
"planta_6154",0
"planta_6155",0
"planta_6156",0
"planta_6157",0
"planta_6158",3
"planta_6159",0
"planta_6160",4
"planta_6161",4
"planta_6162",39
"planta_6163",0
"planta_6164",0
"planta_6165",0
"planta_6166",0
"planta_6167",0
"planta_6168",0
"planta_6169",0
"planta_6170",0
"planta_6171",0
"planta_6172",0
"planta_6173",0
"planta_6174",4
"planta_6175",0
"planta_6176",55
"planta_6177",1
"planta_6178",1
"planta_6179",0
"planta_6180",4
"planta_6181",0
"planta_6182",1
"planta_6183",4
"planta_6184",6
"planta_6185",20
"planta_6186",0
"planta_6187",4
"planta_6188",0
"planta_6189",1
"planta_6190",46
"planta_6191",0
"planta_6192",43
"planta_6193",0
"planta_6194",0
"planta_6195",0
"planta_6196",0
"planta_6197",83
"planta_6198",0
"planta_6199",11
"planta_6200",0
"planta_6201",0
"planta_6202",0
"planta_6203",2
"planta_6204",0
"planta_6205",0
"planta_6206",0
"planta_6207",0
"planta_6208",0
"planta_6209",0
"planta_6210",58
"planta_6211",19
"planta_6212",6
"planta_6213",0
"planta_6214",4
"planta_6215",0
"planta_6216",1
"planta_6217",0
"planta_6218",0
"planta_6219",0
"planta_6220",0
"planta_6221",0
"planta_6222",4
"planta_6223",4
"planta_6224",0
"planta_6225",0
"planta_6226",0
"planta_6227",0
"planta_6228",1
"planta_6229",0
"planta_6230",2
"planta_6231",0
"planta_6232",0
"planta_6233",0
"planta_6234",1
"planta_6235",1
"planta_6236",0
"planta_6237",0
"planta_6238",41
"planta_6239",0
"planta_6240",0
"planta_6241",0
"planta_6242",22
"planta_6243",17
"planta_6244",0
"planta_6245",0
"planta_6246",9
"planta_6247",0
"planta_6248",6
"planta_6249",0
"planta_6250",0
"planta_6251",0
"planta_6252",0
"planta_6253",0
"planta_6254",0
"planta_6255",0
"planta_6256",0
"planta_6257",0
"planta_6258",1
"planta_6259",0
"planta_6260",1
"planta_6261",0
"planta_6262",5
"planta_6263",0
"planta_6264",0
"planta_6265",0
"planta_6266",0
"planta_6267",0
"planta_6268",3
"planta_6269",0
"planta_6270",0
"planta_6271",0
"planta_6272",1
"planta_6273",0
"planta_6274",0
"planta_6275",0
"planta_6276",0
"planta_6277",0
"planta_6278",38
"planta_6279",26
"planta_6280",0
"planta_6281",0
"planta_6282",23
"planta_6283",0
"planta_6284",0
"planta_6285",5
"planta_6286",0
"planta_6287",0
"planta_6288",0
"planta_6289",0
"planta_6290",0
"planta_6291",0
"planta_6292",65
"planta_6293",0
"planta_6294",4
"planta_6295",0
"planta_6296",17
"planta_6297",0
"planta_6298",0
"planta_6299",0
"planta_6300",7
"planta_6301",0
"planta_6302",0
"planta_6303",27
"planta_6304",0
"planta_6305",0
"planta_6306",1
"planta_6307",0
"planta_6308",0
"planta_6309",0
"planta_6310",0
"planta_6311",0
"planta_6312",7
"planta_6313",3
"planta_6314",0
"planta_6315",0
"planta_6316",3
"planta_6317",0
"planta_6318",44
"planta_6319",0
"planta_6320",2
"planta_6321",17
"planta_6322",3
"planta_6323",201
"planta_6324",11
"planta_6325",0
"planta_6326",12
